UID,Name,Club,Position,Age,Average Transfer Value,Saves Parried,Saves Tipped,Saves Held,Save Percentage,Passes Completed per 90,Inteceptions per 90,Expected Save Percentage,Expected Goals pervented per 90,Average Rating,Games Win Ratio,Goals allowed Per 90,Total Saves Per 90,Key Passes Per 90,Passes attempted per 90,Pass Completion Ratio,Progressive Passes Per 90,Player Of The Match,Pens Saved Ratio,Salary
76040773,Sergio Pabón - Colombian,Badajoz B - Spanish Regional Division,GK,28,"£132,500.00",0.00,0.00,0.00,12.5,12.5,0,0,0,7.58,0.84,0.84,0.00,0,20,0.63,0,0.00,0,"3,600.00"
2000065396,Steven Mensah - Togolese,Heider SV - German Div. Schleswig-Holstein,GK,21,"£330,000.00",0.00,0.00,0.00,12.19,12.19,0,0,0,7.19,1.28,1.28,0.00,0,20,0.61,0,0.00,0,"1,200.00"
19361332,Arthur - Brazilian,Oliveirense - Portuguese Second League,GK,24,"£330,000.00",0.00,0.00,0.00,12.15,12.15,0,0,0,6.89,1.15,1.15,0.00,0,20,0.61,0,0.00,0,925.00
2000140361,Francesco Raffaelli - Italian,Grosseto - Italian Serie D Grp. E,GK,19,"£120,000.00",0.00,0.00,0.00,12.09,12.09,0,0,0,7.48,1.3,1.3,0.00,0,20.37,0.59,0,2.00,0,"1,200.00"
2000162595,Max Weiß - German,KSC II - German Lower Division,GK,19,"£302,500.00",47.00,17.00,22.00,12.76,12.76,0,0.14,0.14,6.92,0.91,0.91,2.00,0,25.26,0.51,0,3.00,0,"1,600.00"
85082408,Jérémy Vachoux - French,Stade Lausanne-Ouchy - Swiss Super League,GK,29,"£302,500.00",0.00,0.00,0.00,11.5,11.5,0,0,0,6.51,1.47,1.47,0.00,0,20,0.58,0,0.00,0,"1,300.00"
67222735,Jesús Ruiz - Spanish,Alcorcón - Spanish Second Division,GK,27,"£302,500.00",86.00,25.00,37.00,14.23,14.23,0,-0.03,-0.03,6.68,1.38,1.38,3.00,0,20.69,0.69,0,3.00,0.17,"2,000.00"
29142814,Will Mannion - English,Cambridge - Sky Bet League One,GK,26,"£302,500.00",75.00,38.00,34.00,13.04,13.04,0,0.2,0.2,6.64,1.15,1.15,3.00,0,24.29,0.54,0,1.00,0.17,"1,400.00"
43252692,Alessandro Confente - Italian,Vicenza - Italian Serie C/A,GK,25,"£302,500.00",53.00,21.00,32.00,12.19,12.19,0,0.08,0.08,6.99,0.89,0.89,2.00,0.02,21.53,0.57,0,5.00,0,"1,600.00"
29075816,Max Crocombe - New Zealand,Burton - Sky Bet League One,GK,30,"£302,500.00",69.00,20.00,33.00,10.65,10.65,0,0.2,0.2,6.71,1.03,1.03,2.00,0,23.03,0.46,0,4.00,0.25,"2,000.00"
14201365,Matías Ramos Mingo - Argentinian,Xerez DFC - Spanish Federation Third Group 10,GK,23,"£112,500.00",0.00,0.00,0.00,12.63,12.63,0,0,0,7.61,1.07,1.07,0.00,0,20,0.63,0,3.00,0,900.00
43204353,Luca Crosta - Italian,KF Tirana - Albanian Superleague,GK,26,"£100,000.00",0.00,0.00,0.00,12.16,12.16,0,0,0,7.03,1.33,1.33,0.00,0,20,0.61,0,2.00,0,"3,500.00"
52085913,Liam Hughes - Northern Irish,Chester - Vanarama National League North,GK,22,"£100,000.00",8.00,5.00,3.00,12.53,12.53,0,-0.02,-0.02,7.29,1.03,1.03,0.00,0,20.97,0.6,0,4.00,0,450.00
28085170,Will Norris - English,Portsmouth - Sky Bet League One,GK,30,"£260,000.00",59.00,14.00,29.00,12.02,12.02,0,0.17,0.17,6.81,0.87,0.87,2.00,0,21.17,0.57,0,8.00,0.33,"3,500.00"
37058302,Bilal Bayazıt - Dutch,Kayserispor - Turkish Super League,GK,25,"£247,500.00",30.00,9.00,13.00,14.01,14.01,0,-0.04,-0.04,6.86,1.39,1.39,1.00,0,21.55,0.65,0,1.00,0.33,"2,100.00"
91151084,Jan-Christoph Bartels - German,SV Waldhof - 3. Liga,GK,25,"£247,500.00",75.00,20.00,34.00,12.23,12.23,0,0.41,0.41,6.85,1.16,1.16,3.00,0,21.41,0.57,0,5.00,0.38,"9,000.00"
2000034841,Valerio Boffelli - Italian,Cavese - Italian Serie D Grp. G,GK,19,"£87,500.00",83.00,16.00,26.00,10.78,10.78,0,-0.12,-0.12,6.49,1.45,1.45,2.00,0.02,20.92,0.52,0,0.00,0.38,350.00
67246951,Álvaro Fernández - Spanish,Huesca - Spanish Second Division,GK,26,"£232,500.00",74.00,23.00,29.00,20.62,20.62,0,0.3,0.3,6.74,1.16,1.16,3.00,0.03,28.65,0.72,0,2.00,0.29,"13,000.00"
52090926,David Odumosu - Nigerian,Cliftonville - Sports Direct Premiership,GK,23,"£80,000.00",31.00,6.00,16.00,13.54,13.54,0,-0.05,-0.05,6.72,1.01,1.01,1.00,0.37,23.34,0.58,0,3.00,0,475.00
16184661,Mario Schragl - Austrian,FCA Walldorf - German Regional Division Southwest,GK,25,"£28,017,500.00",79.00,23.00,38.00,10.73,10.73,0,-0.52,-0.52,6.37,1.82,1.82,3.00,0,19.71,0.54,0,1.00,0,850.00
67199250,Miquel Parera - Spanish,R. Santander - Spanish Second Division,GK,28,"£205,000.00",86.00,31.00,39.00,19.78,19.78,0,0.25,0.25,6.81,1.04,1.04,3.00,0.05,25.97,0.76,0,4.00,0.2,"5,750.00"
2000098968,Lorenzo Pollini - Italian,Cjarlins - Italian Serie D Grp. C,GK,19,"£205,000.00",0.00,0.00,0.00,12.16,12.16,0,0,0,7.65,0.81,0.81,0.00,0,20,0.61,0,1.00,0,450.00
43167855,Tommaso Nobile - Italian,Foggia - Italian Serie C/C,GK,27,"£192,500.00",71.00,9.00,18.00,15.95,15.95,0,0.03,0.03,6.76,1.11,1.11,2.00,0.03,24.95,0.64,0,1.00,0,"2,300.00"
43124226,Lorenzo Montipò - Italian,Hellas Verona - Italian Serie A,GK,28,"£192,500.00",58.00,26.00,47.00,16.61,16.61,0,-0.26,-0.26,6.62,1.52,1.52,3.00,0.03,23.78,0.7,0.17,1.00,0,"29,000.00"
2000075816,Auxence Gruaud - French,Dunkerque - Ligue 2 BKT,GK,20,"£2,615,000.00",0.00,0.00,0.00,12.47,12.47,0,0,0,7.17,1.15,1.15,0.00,0,20,0.62,0,1.00,0,425.00
29125427,Harry Isted - English,Charlton - Sky Bet League One,GK,27,"£177,500.00",49.00,23.00,27.00,14.08,14.08,0,0.05,0.05,6.83,1.11,1.11,2.00,0,25.83,0.54,0.18,4.00,0.25,"3,500.00"
2000106640,Luca Martelli - Italian,Corticella - Italian Serie D Grp. D,GK,19,"£165,000.00",0.00,0.00,0.00,12.26,12.26,0,0,0,7.17,1.16,1.16,0.00,0,20.28,0.6,0,0.00,0,450.00
43390370,Mattia Fallani - Italian,Renate - Italian Serie C/A,GK,23,"£165,000.00",61.00,19.00,24.00,12.87,12.87,0,-0.02,-0.02,6.7,1.21,1.21,2.00,0,20.52,0.63,0,2.00,0.33,"1,200.00"
43393266,Sheikh Sibi - Gambian,Virtus Verona - Italian Serie C/A,GK,26,"£164,000.00",55.00,26.00,26.00,10.67,10.67,0,0.31,0.31,6.95,0.82,0.82,3.00,0.09,20.75,0.51,0,6.00,0.33,"1,200.00"
67232107,Lucho García - Colombian,Algeciras - Spanish Federation First Division B,GK,26,"£151,500.00",58.00,20.00,20.00,16.24,16.24,0,0.41,0.41,6.96,0.73,0.73,2.00,0,23.49,0.69,0,5.00,0,"8,000.00"
85103599,Florian Escales - French,FC Annecy - Ligue 2 BKT,GK,28,"£151,500.00",81.00,28.00,30.00,11.87,11.87,0,0.18,0.18,6.61,1.31,1.31,3.00,0,21.68,0.55,0,2.00,0,"1,800.00"
37074119,Menno Bergsen - Dutch,Maribor - Slovenian First League,GK,24,"£151,500.00",5.00,7.00,3.00,13.26,13.26,0,0.16,0.16,7.41,0.95,0.95,0.00,0,21.46,0.62,0,1.00,0,"1,100.00"
2000024762,Davide Mastrantonio - Italian,Monterosi - Italian Serie C/C,GK,20,"£150,500.00",75.00,20.00,29.00,14.17,14.17,0,0.21,0.21,6.79,1.17,1.17,3.00,0,24.61,0.58,0,3.00,0,"1,400.00"
28097144,Charlie Albinson - English,Ayr United - cinch Championship,GK,27,"£138,000.00",61.00,23.00,30.00,13.71,13.71,0,0.2,0.2,6.82,1.13,1.13,2.00,0,23.58,0.58,0,5.00,0.33,750.00
29139716,Luke Southwood - Northern Irish,Cheltenham - Sky Bet League One,GK,26,"£116,000.00",101.00,27.00,41.00,15.37,15.37,0,0.34,0.34,6.64,1.25,1.25,3.00,0,26.46,0.58,0.13,0.00,0.5,"2,500.00"
2000303405,Dominik Dewein - German,Memmingen - German Regional Division Bavaria,GK,24,"£46,000.00",55.00,25.00,40.00,12.15,12.15,0,-0.24,-0.24,6.32,1.73,1.73,2.00,0.4,21.84,0.56,0,4.00,0.14,975.00
96079626,Patryk Królczyk - Polish,Mieres Deportivo - Spanish Federation Third Group 2,GK,30,"£105,000.00",0.00,0.00,0.00,12.49,12.49,0,0,0,7.67,0.84,0.84,0.00,0,20,0.62,0,4.00,0,"1,500.00"
28067975,Jack Rose - English,Sutton - Sky Bet League Two,GK,29,"£104,000.00",42.00,18.00,23.00,10.83,10.83,0,0.07,0.07,6.75,1.07,1.07,2.00,0.03,20.94,0.52,0,4.00,0.17,"1,100.00"
23470674,Basil Al-Bahrani - Saudi,Al-Batin - Saudi First Division League,GK,29,"£36,500.00",0.00,0.00,0.00,11.87,11.87,0,0,0,7.27,1.04,1.04,0.00,0,20.29,0.58,0,1.00,0,"12,000.00"
2000076421,Iker Vélez - Spanish,Marina Sport - Spanish U19 Division 2 Group 17,GK,20,"£36,500.00",0.00,0.00,0.00,12.25,12.25,0,0,0,7.49,1.18,1.18,0.00,0,20.38,0.6,0,2.00,0,25.00
2000275933,Killian Grémont - French,FC Dieppe - French National 3 - Group F,GK,21,"£93,000.00",0.00,0.00,0.00,11.98,11.98,0,0,0,7.55,1.09,1.09,0.00,0,20,0.6,0,0.00,0,325.00
2000164874,Adrián Suárez - Spanish,Villarreal C - Spanish Federation Third Group 6,GK,19,"£88,000.00",49.00,19.00,21.00,10.87,10.87,0,0.08,0.08,6.53,1.3,1.3,2.00,0.09,20.7,0.53,0,0.00,0,250.00
28121310,Roco Rees - English,Worthing - Vanarama National League South,GK,22,"£88,000.00",11.00,7.00,7.00,11.56,11.56,0,0.15,0.15,6.88,1.38,1.38,0.00,0.03,20.8,0.56,0,0.00,0,375.00
23437235,Hasan Pourhamidi - Iranian,Esteghlal Khuzestan - Persian Gulf Premier League,GK,26,"£30,500.00",0.00,0.00,0.00,12.16,12.16,0,0,0,6.74,1.51,1.51,0.00,0,20.35,0.6,0,0.00,0,"3,300.00"
2000199753,Raúl Valdés - Spanish,Siete Villas - Spanish Federation Third Group 3,GK,20,"£77,000.00",0.00,0.00,0.00,11.84,11.84,0,0,0,7.3,0.79,0.79,0.00,0,20,0.59,0,1.00,0,300.00
29191815,Josh Rae - Scottish,Airdrieonians - cinch Championship,GK,23,"£77,000.00",77.00,24.00,30.00,16.35,16.35,0,0.06,0.06,6.78,1.09,1.09,3.00,0.09,24.47,0.67,0,4.00,0.13,550.00
92074291,Avdo Spahić - Bosnian,Sloboda Tuzla - Federation of BiH First League,GK,27,"£72,000.00",0.00,0.00,0.00,11.62,11.62,0,0,0,7.48,1.21,1.21,0.00,0,20,0.58,0,1.00,0,"3,900.00"
92057939,Marius Funk - German,FC Ingolstadt 04 - 3. Liga,GK,28,"£71,000.00",54.00,10.00,21.00,16.58,16.58,0,0.19,0.19,6.94,0.88,0.88,2.00,0,25.08,0.66,0,6.00,0,"1,900.00"
43212468,Andrea Spurio - Italian,Montevarchi - Italian Serie D Grp. E,GK,25,"£66,000.00",0.00,0.00,0.00,12.28,12.28,0,0,0,7.48,1.02,1.02,0.00,0,20.4,0.6,0,0.00,0,525.00
67115824,Adrián Ortolà - Spanish,Sabadell - Spanish Federation First Division A,GK,30,"£23,500.00",48.00,27.00,31.00,13.35,13.35,0,0.11,0.11,6.86,0.96,0.96,2.00,0,23.29,0.57,0,1.00,0,"3,300.00"
91194501,Antonio Brandt - German,Havelse - German Regional Division North,GK,24,"£23,500.00",62.00,22.00,32.00,8.87,8.87,0,0.19,0.19,6.65,0.99,0.99,2.00,0.07,20.35,0.44,0,1.00,0,375.00
2000098889,Jacopo Ermini - Italian,Terranuova Traiana - Italian Eccellenza Toscana Grp.B,GK,18,"£23,500.00",0.00,0.00,0.00,12.21,12.21,0,0,0,7.39,1.29,1.29,0.00,0,20.47,0.6,0,3.00,0,130.00
18108541,Vincent Rousseau - Belgian,RUS Rebecq - Belgian Second Amateur Division ACFF C,GK,25,"£60,000.00",59.00,23.00,28.00,11.15,11.15,0,0.2,0.2,6.75,1.21,1.21,2.00,0,19.48,0.57,0,3.00,0,425.00
91109390,Maximilian Reule - German,Großaspach - German Div. Baden-Württemberg,GK,30,"£55,000.00",99.00,31.00,37.00,12.84,12.84,0,-0.01,-0.01,6.59,1.56,1.56,3.00,0,22.72,0.56,0,1.00,0,"1,400.00"
91187820,Michel Witte - German,Aalen - German Regional Division Southwest,GK,25,"£55,000.00",102.00,20.00,40.00,9.51,9.51,0,0.26,0.26,6.56,1.42,1.42,3.00,0,20.91,0.45,0,2.00,0,625.00
29141011,Will Jääskeläinen - Finnish,Woking - Vanarama National League,GK,25,"£55,000.00",61.00,24.00,23.00,10.96,10.96,0,0.05,0.05,6.77,1.04,1.04,2.00,0.02,21.67,0.51,0,5.00,0.25,850.00
2000140255,Tom Finch - English,St. Neots - English United Counties League Premier South,GK,19,"£20,000.00",0.00,0.00,0.00,11.44,11.44,0,0,0,7.09,1.15,1.15,0.00,0,20,0.57,0,0.00,0,300.00
2000056741,Lluís Tarrés - Spanish,R. Jaén - Spanish Federation Third Group 9,GK,23,"£18,500.00",0.00,0.00,0.00,11.9,11.9,0,0,0,7.17,1.55,1.55,0.00,0,20,0.6,0,1.00,0,300.00
43124249,Andrea Dini - Italian,Crotone - Italian Serie C/C,GK,28,"£17,500.00",62.00,23.00,20.00,13.41,13.41,0,0.44,0.44,6.79,0.88,0.88,2.00,0,22.82,0.59,0,0.00,0.67,"1,500.00"
91190141,Benjamin Leneis - German,FSV Zwickau - German Regional Division Northeast,GK,25,"£33,000.00",0.00,0.00,0.00,11.77,11.77,0,0,0,7.45,0.98,0.98,0.00,0,20,0.59,0,3.00,0,"1,600.00"
2000102027,Manuel Esposito - Italian,Campobasso - Italian Serie D Grp. F,GK,19,"£30,500.00",0.00,0.00,0.00,12,12,0,0,0,7.47,1.07,1.07,0.00,0,20,0.6,0,2.00,0,450.00
91128447,Sebastian Kolbe - German,Türkgücü München - German Regional Division Bavaria,GK,28,"£12,000.00",46.00,23.00,22.00,9.58,9.58,0,0.13,0.13,6.85,0.89,0.89,2.00,0.05,20.21,0.47,0,1.00,0.33,825.00
12080773,Aboubakar Bamba - Ivorian,Louhans-Cuiseaux FC - French National 3 - Group J,GK,22,"£30,000.00",2.00,0.00,4.00,12.23,12.23,0,-0.01,-0.01,7.2,1.14,1.14,0.00,0,20.45,0.6,0,1.00,0,500.00
49035577,Marc-Antoine Guillaume - French,ASM Belfort - French National 3 - Group I,GK,28,"£30,000.00",4.00,0.00,1.00,11.39,11.39,0,0.01,0.01,7.42,1.18,1.18,0.00,0,20.05,0.57,0,2.00,0,425.00
13176423,Farid Chaâl - Algerian,Al-Najmah (KSA) - Saudi First Division League,GK,29,"£27,500.00",0.00,0.00,0.00,11.84,11.84,0,0,0,7.33,1.21,1.21,0.00,0,20.45,0.58,0,0.00,0,"10,250.00"
98042555,Justin Ospelt - Liechtensteiner,FSV Frankfurt - German Regional Division Southwest,GK,24,"£10,500.00",97.00,31.00,39.00,12.24,12.24,0,0.01,0.01,6.6,1.43,1.43,3.00,0.05,22.39,0.55,0,1.00,0.3,"1,100.00"
2000218535,Karl Essoh - French,Sannois SG - French National 3 - Group G,GK,20,"£24,750.00",0.00,0.00,0.00,11.97,11.97,0,0,0,7.18,1.28,1.28,0.00,0,19.99,0.6,0,0.00,0,775.00
67152421,Ximo Ballester - Spanish,Cieza - Spanish Federation Third Group 13,GK,30,"£24,750.00",0.00,0.00,0.00,12.14,12.14,0,0,0,7.51,0.88,0.88,0.00,0,20,0.61,0,3.00,0,325.00
67257277,Kevin - Spanish,Berceo - Spanish Federation Third Group 16,GK,28,"£9,250.00",0.00,0.00,0.00,12.57,12.57,0,0,0,7.31,1.07,1.07,0.00,0,20.44,0.62,0,1.00,0,350.00
85133805,Clément Pétrel - French,US Pays de Cassel - French National 3 - Group G,GK,27,"£29,500.00",6.00,1.00,0.00,12.66,12.66,0,0.03,0.03,7.22,1.4,1.4,0.00,0,20.84,0.61,0,1.00,0,300.00
29194205,Myles Roberts - English,St. Albans - Vanarama National League South,GK,22,"£22,000.00",9.00,2.00,6.00,11.54,11.54,0,-0.01,-0.01,7.13,1.49,1.49,0.00,0,20.47,0.56,0,1.00,1,600.00
2000057731,Valentín Mosqueira - Argentinian,Poli El Ejido - Spanish Federation Third Group 9,GK,21,"£8,000.00",0.00,0.00,0.00,12.49,12.49,0,0,0,7.66,1.05,1.05,0.00,0,20,0.62,0,3.00,0,275.00
91153055,Jannick Theißen - German,Düren - German Regional Division West,GK,26,"£8,000.00",43.00,23.00,19.00,9.86,9.86,0,0.31,0.31,7.16,0.54,0.54,2.00,0,20.33,0.48,0,4.00,0.33,675.00
91177387,Lino Kasten - German,Altglienicke - German Regional Division Northeast,GK,23,"£8,000.00",55.00,17.00,23.00,11.75,11.75,0,-0.08,-0.08,6.87,0.95,0.95,2.00,0,22.45,0.52,0,2.00,0,"4,300.00"
2000316571,Anse Ngoubi - Gabonese,US Raon-l'Etape - French National 3 - Group I,GK,24,"£8,000.00",0.00,0.00,1.00,11.6,11.6,0,0.01,0.01,7,1.07,1.07,0.00,0,20.05,0.58,0,0.00,0,650.00
